date,CA,TX,WI,CA_1,CA_2,CA_3,CA_4,TX_1,TX_2,TX_3,WI_1,WI_2,WI_3,total
2014-03-08,21869,14175,14046,5913,4223,8737,2996,4471,5339,4365,4028,5871,4147,50090
2014-03-09,16430,10904,10172,4372,2452,7195,2411,3031,3796,4077,2664,4249,3259,37506
2014-03-10,13918,10051,10598,3340,2503,6025,2050,3036,3526,3489,2710,4628,3260,34567
2014-03-11,13981,10449,10512,3356,2574,6023,2028,3108,3570,3771,2612,4762,3138,34942
2014-03-12,13680,10291,9113,3299,2515,5887,1979,3029,3608,3654,2683,3733,2697,33084
2014-03-13,15179,10111,11656,4059,2992,5841,2287,2944,3526,3641,3228,4765,3663,36946
2014-03-14,19039,12071,13598,5427,4011,6969,2632,3764,4252,4055,4329,4993,4276,44708
2014-03-15,20018,13285,12073,5350,4077,7882,2709,3963,4878,4444,3823,4149,4101,45376
2014-03-16,14273,9712,8099,3554,2669,5867,2183,2877,3543,3292,2276,3220,2603,32084
2014-03-17,13161,8811,8123,3187,2483,5443,2048,2780,3104,2927,2297,3099,2727,30095
2014-03-18,12693,8833,7858,3280,2539,4647,2227,2404,3189,3240,2291,3152,2415,29384
2014-03-19,12703,8365,7741,3347,2470,4943,1943,2475,3154,2736,2298,3001,2442,28809
2014-03-20,14720,9385,9097,3969,2979,5545,2227,2762,3334,3289,2788,3360,2949,33202
2014-03-21,18616,11015,11810,5073,4258,6725,2560,3603,3813,3599,4091,4257,3462,41441
2014-03-22,20673,12219,11279,5679,4248,7944,2802,3731,4612,3876,3774,3940,3565,44171
2014-03-23,14672,9314,7857,3953,2524,5991,2204,2717,3403,3194,2558,2954,2345,31843
2014-03-24,12983,8402,7081,3316,2442,5180,2045,2536,3124,2742,2040,2824,2217,28466
2014-03-25,12742,6296,7976,3081,2549,5037,2075,2185,1232,2879,2358,3317,2301,27014
2014-03-26,13134,9431,7645,3367,2621,5149,1997,2509,4261,2661,2458,3058,2129,30210
2014-03-27,14684,8596,9638,3926,2959,5507,2292,2525,3232,2839,2967,3758,2913,32918
2014-03-28,17862,11015,12316,4954,4088,6349,2471,3460,3883,3672,4373,4275,3668,41193
2014-03-29,20499,12109,10548,5767,4280,7685,2767,3919,4544,3646,3747,3667,3134,43156
2014-03-30,13605,9506,7561,3608,2282,5579,2136,2782,3274,3450,2303,2982,2276,30672
2014-03-31,14505,10208,8995,3773,2413,6126,2193,3162,3269,3777,2752,3620,2623,33708
2014-04-01,14744,8515,10440,4052,2589,5967,2136,2657,2889,2969,2599,4837,3004,33699
2014-04-02,15363,9821,11420,4029,2739,6452,2143,2878,3401,3542,2788,5345,3287,36604
2014-04-03,15875,9808,10002,4307,3069,6317,2182,3054,3594,3160,3097,4131,2774,35685
2014-04-04,20477,12347,13952,5805,4138,7744,2790,3742,4500,4105,4647,5558,3747,46776
2014-04-05,21710,13459,13621,6337,3787,8496,3090,4326,4924,4209,4135,5669,3817,48790
2014-04-06,17070,10570,8954,4494,2585,7378,2613,3254,3744,3572,2511,3774,2669,36594
2014-04-07,16152,8860,10236,4045,2473,7227,2407,2751,3194,2915,2628,4817,2791,35248
2014-04-08,15555,9346,10308,3966,2890,6448,2251,2904,3312,3130,2596,4754,2958,35209
2014-04-09,15227,9202,8609,4015,2618,6457,2137,2829,3212,3161,2778,3743,2088,33038
2014-04-10,16110,10900,11429,4350,2808,6371,2581,3367,3902,3631,3360,4619,3450,38439
2014-04-11,18790,12830,14535,5171,3738,7068,2813,4121,4538,4171,4579,5906,4050,46155
2014-04-12,20183,14517,11383,5590,3952,7896,2745,4739,5108,4670,3650,4334,3399,46083
2014-04-13,15012,9664,11075,3901,2554,6117,2440,2935,3352,3377,2990,4880,3205,35751
2014-04-14,14174,11157,11065,3490,2596,6008,2080,3220,3883,4054,3027,4827,3211,36396
2014-04-15,14716,9984,9528,4201,2534,5707,2274,3080,3415,3489,2894,3971,2663,34228
2014-04-16,14652,9374,9167,4048,2618,5916,2070,2774,3352,3248,2992,3397,2778,33193
2014-04-17,16814,11668,10423,5074,3217,6169,2354,3350,4401,3917,3717,3811,2895,38905
2014-04-18,21794,13231,12794,6257,4134,8368,3035,3990,4918,4323,4718,4269,3807,47819
2014-04-19,18353,12553,8028,4814,3509,7668,2362,4345,4667,3541,2559,2483,2986,38934
2014-04-20,14419,9293,7914,3829,2496,5868,2226,2779,3250,3264,2376,3398,2140,31626
2014-04-21,14025,9186,7467,3785,2518,5522,2200,2818,3439,2929,2330,2733,2404,30678
2014-04-22,13630,8931,7876,3344,2350,5892,2044,2615,3284,3032,2397,3191,2288,30437
2014-04-23,13940,9059,7793,3500,2343,6018,2079,2691,3320,3048,2570,3118,2105,30792
2014-04-24,14391,9859,9177,4186,2668,5396,2141,2781,3580,3498,3071,3620,2486,33427
2014-04-25,19037,11752,11588,5444,4192,7095,2306,3668,4336,3748,4181,4329,3078,42377
2014-04-26,20454,12371,10615,5570,4070,8148,2666,4014,4310,4047,4076,3525,3014,43440
2014-04-27,14501,9803,7204,3917,2474,6004,2106,2880,3422,3501,2429,2718,2057,31508
2014-04-28,13390,8473,8002,3260,2308,5718,2104,2391,3086,2996,2555,3266,2181,29865
2014-04-29,13130,8180,7573,3505,2200,5440,1985,2390,2857,2933,2682,3053,1838,28883
2014-04-30,15529,9613,8717,4061,2697,6727,2044,2996,3344,3273,2569,3747,2401,33859
2014-05-01,17526,9785,11640,4724,3390,7079,2333,2861,3566,3358,3370,4827,3443,38951
2014-05-02,20320,12750,13472,5872,3863,7983,2602,4046,4274,4430,3988,5618,3866,46542
2014-05-03,20749,12721,11669,6325,3753,7997,2674,3858,4579,4284,4100,4219,3350,45139
2014-05-04,16144,10193,9483,4383,2567,6907,2287,3026,3606,3561,2536,4327,2620,35820
2014-05-05,14777,9793,9041,3818,2524,6479,1956,2887,3514,3392,2569,4076,2396,33611
2014-05-06,14104,9946,8096,3818,2258,6017,2011,3557,3359,3030,2379,3417,2300,32146
2014-05-07,14204,8270,9345,3676,2230,6212,2086,2317,3138,2815,2694,4084,2567,31819
2014-05-08,15828,9628,10907,4386,2670,6366,2406,2665,3527,3436,3359,4216,3332,36363
2014-05-09,18744,11929,12170,5100,3869,7141,2634,3596,4395,3938,4358,4565,3247,42843
2014-05-10,16920,11763,9497,4184,3023,7390,2323,3746,4281,3736,3024,3416,3057,38180
2014-05-11,16283,10462,11177,4256,2523,6932,2572,3229,3539,3694,3105,4869,3203,37922
2014-05-12,14959,9361,9524,3996,2338,6263,2362,2980,3340,3041,2868,3810,2846,33844
2014-05-13,14079,8271,10467,3554,2163,6310,2052,2496,3022,2753,3101,4305,3061,32817
2014-05-14,14051,9487,9984,3451,2439,5833,2328,2818,3189,3480,2665,4597,2722,33522
2014-05-15,15216,9589,9784,4454,2795,5827,2140,3191,3159,3239,3245,3655,2884,34589
2014-05-16,17770,10745,11504,5041,3586,6892,2251,3345,3715,3685,4146,4377,2981,40019
2014-05-17,19798,12388,10834,5703,3790,7512,2793,3811,4631,3946,3924,3814,3096,43020
2014-05-18,15056,9257,8001,4054,2433,6044,2525,2767,3252,3238,2570,3258,2173,32314
2014-05-19,13394,8724,7808,3189,2428,5658,2119,2644,3159,2921,2736,2951,2121,29926
2014-05-20,12930,8487,7666,3179,2299,5600,1852,2444,3109,2934,2575,3124,1967,29083
2014-05-21,13417,8693,8276,3434,2630,5295,2058,2537,3226,2930,2994,3146,2136,30386
2014-05-22,14824,9251,9350,3918,2930,5622,2354,2621,3502,3128,3207,3508,2635,33425
2014-05-23,16951,11174,10261,4658,3669,6304,2320,3460,4259,3455,3623,3693,2945,38386
2014-05-24,16360,10910,8695,4520,3136,6533,2171,3596,3888,3426,3130,2894,2671,35965
2014-05-25,16291,9167,8001,4405,2920,6575,2391,2678,3569,2920,2890,2669,2442,33459
2014-05-26,14005,7652,7255,3620,2135,5837,2413,2342,2827,2483,2420,2685,2150,28912
2014-05-27,12549,8117,7443,3304,2197,4872,2176,2293,3030,2794,2563,2933,1947,28109
2014-05-28,12276,8064,7349,3196,2009,4989,2082,2470,3023,2571,2528,2736,2085,27689
2014-05-29,14309,9816,9615,4018,2625,5503,2163,3168,3498,3150,3202,3893,2520,33740
2014-05-30,18204,11220,11268,5160,3424,7060,2560,3348,4154,3718,4302,4087,2879,40692
2014-05-31,20472,13215,10915,6040,3505,8172,2755,4059,4675,4481,4106,3824,2985,44602
2014-06-01,16617,10022,10673,4388,2552,6985,2692,2978,3586,3458,2882,4562,3229,37312
2014-06-02,15777,10319,12261,3881,2635,7037,2224,3025,3670,3624,3335,5570,3356,38357
2014-06-03,14823,9038,9038,3735,2437,6436,2215,2720,3367,2951,2819,3877,2342,32899
2014-06-04,15072,10599,9984,3796,2397,6453,2426,3277,3975,3347,2804,4350,2830,35655
2014-06-05,15825,10304,11328,4227,2842,6271,2485,3570,3175,3559,3386,4685,3257,37457
2014-06-06,19146,13562,11639,5416,3415,7576,2739,3670,5556,4336,4089,4324,3226,44347
2014-06-07,19946,12848,12485,5977,3196,7805,2968,3891,4622,4335,4093,5018,3374,45279
2014-06-08,17306,10082,10868,4631,2391,7664,2620,2970,3636,3476,3012,4857,2999,38256
2014-06-09,15188,9221,9249,3894,2355,6497,2442,2596,3255,3370,2766,3976,2507,33658
2014-06-10,14796,10173,9675,3849,2390,6243,2314,2959,3742,3472,2830,4357,2488,34644
2014-06-11,14461,9957,10659,3745,2379,6023,2314,3011,3722,3224,2884,4706,3069,35077
2014-06-12,16308,11609,10439,4621,2695,6468,2524,3309,4379,3921,3550,3991,2898,38356
2014-06-13,19564,12989,12431,5589,3522,7569,2884,3949,4790,4250,4254,4694,3483,44984
2014-06-14,17497,12908,12089,4930,2976,7188,2403,3756,4856,4296,3699,4720,3670,42494
2014-06-15,15312,10574,9317,4177,2406,6372,2357,3244,3760,3570,2755,3880,2682,35203
2014-06-16,14678,9445,9419,3617,2612,6079,2370,2894,3198,3353,3210,3577,2632,33542
2014-06-17,14835,8956,8478,3998,2404,6193,2240,2847,3286,2823,2818,3502,2158,32269
2014-06-18,14750,9704,8666,3700,2553,6194,2303,2944,3694,3066,3060,3237,2369,33120
2014-06-19,16980,10646,10370,4820,3035,6572,2553,3183,4107,3356,3587,4012,2771,37996
2014-06-20,19216,12241,10963,5171,3998,7497,2550,3506,4570,4165,3973,4039,2951,42420
2014-06-21,19882,12386,10192,5450,3683,8003,2746,3739,4585,4062,3730,3341,3121,42460
2014-06-22,15294,9271,8593,4096,2432,6549,2217,2539,3501,3231,2864,3390,2339,33158
2014-06-23,14323,8416,7902,3643,2407,5999,2274,2731,2869,2816,2593,3054,2255,30641
2014-06-24,13219,8097,7505,3573,2262,5277,2107,2337,2981,2779,2635,3019,1851,28821
2014-06-25,13530,8305,7521,3478,2442,5588,2022,2304,3298,2703,2676,2981,1864,29356
2014-06-26,15378,9586,9114,4135,2923,5848,2472,2778,3651,3157,3410,3273,2431,34078
2014-06-27,18671,10959,10300,5115,3637,7392,2527,3096,4075,3788,3983,3433,2884,39930
2014-06-28,18929,11258,10024,5251,3555,7426,2697,3394,4035,3829,3868,3280,2876,40211
2014-06-29,15686,9540,8223,4295,2456,6475,2460,2755,3510,3275,2665,3294,2264,33449
2014-06-30,16770,11118,9851,4468,2536,7374,2392,3354,4010,3754,3016,3940,2895,37739
2014-07-01,16289,9651,11929,4261,2653,7091,2284,2608,3470,3573,3533,5179,3217,37869
2014-07-02,20128,13209,13691,5582,3316,8369,2861,3758,4961,4490,4328,5443,3920,47028
2014-07-03,16997,11912,9684,4455,3019,7214,2309,3301,4550,4061,3319,3454,2911,38593
2014-07-04,17756,11458,11568,5042,3253,7115,2346,3423,4091,3944,3630,4732,3206,40782
2014-07-05,20262,12870,12358,5869,3228,8307,2858,4382,4388,4100,3760,5145,3453,45490
2014-07-06,17119,11382,9134,4697,2482,7464,2476,3177,4418,3787,2904,4074,2156,37635
2014-07-07,16206,9298,10944,4460,2474,6799,2473,2742,3194,3362,3273,4783,2888,36448
2014-07-08,15257,10827,11130,3947,2419,6524,2367,3167,4110,3550,3443,4809,2878,37214
2014-07-09,16491,9653,9035,4243,2717,7121,2410,2827,3507,3319,2864,3677,2494,35179
2014-07-10,16756,11569,11928,4695,2881,6677,2503,3446,4108,4015,3588,5018,3322,40253
2014-07-11,19613,14084,13999,5465,3714,7791,2643,4438,5078,4568,4424,5807,3768,47696
2014-07-12,19244,13098,11333,5615,3442,7669,2518,4129,4702,4267,4031,3926,3376,43675
2014-07-13,15330,10118,10833,4164,2369,6438,2359,2928,3831,3359,3016,4807,3010,36281
2014-07-14,14994,10154,10667,3948,2698,6128,2220,3067,3637,3450,3025,4700,2942,35815
2014-07-15,14533,9576,8902,3919,2399,6156,2059,2634,3558,3384,2825,3561,2516,33011
2014-07-16,14157,9184,9089,3779,2531,5676,2171,2631,3600,2953,2921,3784,2384,32430
2014-07-17,16302,9925,10222,4633,2845,6599,2225,2834,3785,3306,3398,4142,2682,36449
2014-07-18,18827,12202,11451,5224,3640,7311,2652,3804,4549,3849,4197,4163,3091,42480
2014-07-19,19725,12309,10655,5962,3737,7420,2606,3973,4396,3940,3891,3854,2910,42689
2014-07-20,15208,9775,8468,4008,2651,6270,2279,2861,3633,3281,2873,3361,2234,33451
2014-07-21,13945,9201,8366,3596,2144,6167,2038,2716,3203,3282,2795,3096,2475,31512
2014-07-22,14240,8882,7817,3899,2380,5800,2161,2666,3333,2883,2897,2990,1930,30939
2014-07-23,14214,8473,7838,3890,2443,5718,2163,2548,2947,2978,2868,3079,1891,30525
2014-07-24,15269,9807,8772,4215,2626,6259,2169,2756,3679,3372,3075,3355,2342,33848
2014-07-25,17776,10663,10569,4609,3453,7210,2504,3119,3988,3556,4062,3599,2908,39008
2014-07-26,20037,12348,9829,5421,3566,8336,2714,3772,4441,4135,3780,3260,2789,42214
2014-07-27,15315,9558,7759,4579,2233,6192,2311,2744,3405,3409,2542,3101,2116,32632
2014-07-28,14014,8732,7959,3810,2304,5796,2104,2729,3177,2826,2789,2957,2213,30705
2014-07-29,13916,8857,7561,3870,2167,5651,2228,2596,3190,3071,2648,2900,2013,30334
2014-07-30,14501,8927,8412,3985,2461,5932,2123,2774,3223,2930,2760,3528,2124,31840
2014-07-31,18047,12993,12089,5229,2797,7628,2393,3818,4406,4769,3771,4923,3395,43129
2014-08-01,19978,12610,14423,5837,3464,8064,2613,3864,4398,4348,4413,5852,4158,47011
2014-08-02,21352,12974,13246,6361,3238,8817,2936,4026,4876,4072,4105,5116,4025,47572
2014-08-03,16516,10139,9144,5038,2257,6733,2488,3142,3495,3502,2821,3765,2558,35799
2014-08-04,15724,10208,10306,4289,2292,6702,2441,3084,3847,3277,2804,4814,2688,36238
2014-08-05,15077,9353,10117,4109,2458,6390,2120,2761,3616,2976,2804,4492,2821,34547
2014-08-06,15574,10175,8828,4182,2629,6461,2302,3067,3544,3564,2849,3576,2403,34577
2014-08-07,16822,11208,10950,4642,2781,7102,2297,3493,4369,3346,3097,4861,2992,38980
2014-08-08,20235,12170,12853,5767,3589,8285,2594,3585,4587,3998,3961,5364,3528,45258
2014-08-09,20759,11607,10883,6275,3318,8299,2867,3660,4357,3590,3594,4199,3090,43249
2014-08-10,15419,10381,10322,4146,2309,6630,2334,3017,3677,3687,2947,4524,2851,36122
2014-08-11,15041,10035,11596,3995,2255,6642,2149,3131,3434,3470,3283,4953,3360,36672
2014-08-12,14576,10380,9463,3966,2181,6062,2367,3363,3725,3292,3104,3962,2397,34419
2014-08-13,14444,9619,10473,3855,2535,5788,2266,2894,3487,3238,2900,4855,2718,34536
2014-08-14,15332,11024,11902,4442,2661,6034,2195,3336,3860,3828,3486,4945,3471,38258
2014-08-15,19421,12542,12592,5705,4040,7220,2456,3745,4633,4164,4313,4776,3503,44555
2014-08-16,21639,13221,11813,6331,3567,8778,2963,4069,4593,4559,4170,4341,3302,46673
2014-08-17,16581,9851,8947,4684,2455,7045,2397,2837,3377,3637,2832,3595,2520,35379
2014-08-18,14344,9200,8415,3799,2227,6141,2177,2788,3170,3242,2717,3139,2559,31959
2014-08-19,13973,8931,8943,3645,2246,5966,2116,2787,3135,3009,2884,3599,2460,31847
2014-08-20,14062,9691,8646,3619,2509,5816,2118,2823,3520,3348,2977,3399,2270,32399
2014-08-21,16320,10897,9899,4187,2972,6870,2291,3027,3819,4051,3404,3844,2651,37116
2014-08-22,20126,13257,11290,5569,3768,8240,2549,3871,4933,4453,4303,3989,2998,44673
2014-08-23,21876,14391,11176,6630,3312,8996,2938,4250,5179,4962,4256,3847,3073,47443
2014-08-24,15022,10727,8918,4000,2424,6382,2216,2991,3757,3979,2843,3515,2560,34667
2014-08-25,13881,9367,8154,3744,2184,5740,2213,2870,3283,3214,2577,3210,2367,31402
2014-08-26,13182,8281,8043,3118,2347,5663,2054,2587,2800,2894,2747,3234,2062,29506
2014-08-27,13328,8527,8121,3497,2267,5570,1994,2460,3079,2988,2714,3369,2038,29976
2014-08-28,15871,9444,12378,4432,2679,6480,2280,2622,3407,3415,3984,5094,3300,37693
2014-08-29,18717,12075,12445,5590,3393,7106,2628,3610,4255,4210,4535,4592,3318,43237
2014-08-30,17656,10625,10929,5279,3197,6707,2473,3251,3866,3508,3686,4204,3039,39210
2014-08-31,19179,12686,11391,5344,3136,7851,2848,3842,4993,3851,4245,3927,3219,43256
2014-09-01,15047,8789,10463,3999,2177,6403,2468,2664,3146,2979,2859,4668,2936,34299
2014-09-02,15352,10162,11883,4227,2213,6427,2485,3042,3811,3309,3000,5488,3395,37397
2014-09-03,14157,8325,9001,3695,2372,5999,2091,2443,3110,2772,2706,3686,2609,31483
2014-09-04,15262,9556,11148,4404,2474,6105,2279,2952,3477,3127,3282,4527,3339,35966
2014-09-05,19408,12703,13906,5828,3510,7503,2567,3830,4796,4077,4106,5664,4136,46017
2014-09-06,21338,12606,12009,6242,3450,8696,2950,3059,5226,4321,3920,4466,3623,45953
2014-09-07,15427,10232,9921,3973,2188,7070,2196,2928,3597,3707,2404,4361,3156,35580
2014-09-08,14425,9441,10301,4010,2178,5875,2362,2821,3297,3323,2635,4532,3134,34167
2014-09-09,14479,8743,8570,3815,2294,6181,2189,2657,3088,2998,2725,3692,2153,31792
2014-09-10,14355,10001,10124,3870,2270,6268,1947,3020,3509,3472,2968,4417,2739,34480
2014-09-11,16653,10153,11553,4246,2760,7194,2453,3060,3745,3348,3489,4736,3328,38359
2014-09-12,20184,13984,13411,5464,3840,8137,2743,4226,5001,4757,4559,5114,3738,47579
2014-09-13,20240,12757,12750,5690,3553,8159,2838,3691,4741,4325,3894,5083,3773,45747
2014-09-14,15711,10331,10517,4059,2573,6695,2384,3136,3690,3505,2765,4697,3055,36559
2014-09-15,14076,8613,8348,3362,2232,6190,2292,2761,2776,3076,2559,3412,2377,31037
2014-09-16,13966,8166,7699,3545,2476,5879,2066,2475,2859,2832,2489,3143,2067,29831
2014-09-17,13430,7307,8124,3227,2298,5808,2097,2242,2610,2455,2770,3252,2102,28861
2014-09-18,15605,10025,9202,4241,2882,6142,2340,2849,3553,3623,3117,3485,2600,34832
2014-09-19,19738,11877,11417,5512,3883,7780,2563,3500,4335,4042,4165,4184,3068,43032
2014-09-20,20735,12979,10688,5888,3625,8436,2786,3840,4548,4591,4012,3706,2970,44402
2014-09-21,14751,9006,7753,3849,2103,6455,2344,2667,3258,3081,2527,2993,2233,31510
2014-09-22,13968,8261,7181,3482,2271,6075,2140,2454,2913,2894,2514,2772,1895,29410
2014-09-23,13356,8051,7594,3418,2132,5740,2066,2380,2759,2912,2482,3062,2050,29001
2014-09-24,13472,8108,7931,3469,2114,5744,2145,2398,3015,2695,2702,3218,2011,29511
2014-09-25,14940,8899,9288,4012,2591,6258,2079,2531,3343,3025,3202,3477,2609,33127
2014-09-26,18447,11013,11379,5365,3458,7236,2388,3144,4145,3724,4288,3942,3149,40839
2014-09-27,19691,12187,11046,5818,3190,7966,2717,3651,4391,4145,4086,3892,3068,42924
2014-09-28,14958,8749,7766,4073,2312,6141,2432,2535,3049,3165,2653,2924,2189,31473
2014-09-29,13841,7910,8239,3797,2174,5644,2226,2296,2849,2765,2747,3218,2274,29990
2014-09-30,14894,10034,9674,3745,2389,6330,2430,3013,3371,3650,3072,3888,2714,34602
2014-10-01,14865,9135,10249,4263,2287,5975,2340,2629,3227,3279,2761,4751,2737,34249
2014-10-02,17105,11644,13087,4920,2737,6957,2491,3510,4267,3867,3794,5663,3630,41836
2014-10-03,21225,12396,13578,6177,3587,8565,2896,3705,4377,4314,4649,5013,3916,47199
2014-10-04,21661,13206,13494,6297,3532,8880,2952,4038,4791,4377,4039,5455,4000,48361
2014-10-05,17144,9870,10705,4756,2566,7052,2770,2923,3423,3524,2705,4972,3028,37719
2014-10-06,14492,10014,8645,4091,2020,6142,2239,2916,3608,3490,2779,3527,2339,33151
2014-10-07,14381,8733,10071,4080,1879,6211,2211,2504,3009,3220,2781,4612,2678,33185
2014-10-08,14092,9361,10285,4177,1789,5873,2253,2685,3255,3421,2922,4716,2647,33738
2014-10-09,15377,9333,10291,4529,2173,6277,2398,2668,3233,3432,3350,3987,2954,35001
2014-10-10,18742,12354,13465,5529,3250,7359,2604,3582,4663,4109,4395,5242,3828,44561
2014-10-11,19652,13039,14044,5818,3198,7918,2718,3893,4833,4313,4107,5910,4027,46735
2014-10-12,15008,10122,8427,4305,2151,6091,2461,3062,3637,3423,2698,3535,2194,33557
2014-10-13,13134,8739,10578,3377,1944,5461,2352,2404,3110,3225,2854,4735,2989,32451
2014-10-14,13265,9757,11171,3499,1937,5604,2225,2954,3451,3352,3100,5341,2730,34193
2014-10-15,12232,8333,9371,3349,1856,4838,2189,2455,2884,2994,3054,4056,2261,29936
2014-10-16,14735,9032,9663,4396,2550,5526,2263,2599,3301,3132,3160,3468,3035,33430
2014-10-17,19310,11852,12593,6088,3313,7304,2605,3518,4270,4064,4600,4390,3603,43755
2014-10-18,20322,12096,11038,6093,3178,8226,2825,3649,4421,4026,3781,4019,3238,43456
2014-10-19,14931,9309,7993,4291,1990,6263,2387,2663,3440,3206,2502,3101,2390,32233
2014-10-20,13419,7966,7982,3466,1983,5608,2362,2388,2838,2740,2615,3140,2227,29367
2014-10-21,12215,8015,7696,3396,1974,4950,1895,2235,2918,2862,2465,3043,2188,27926
2014-10-22,12800,7845,7861,3434,1997,5213,2156,2478,2796,2571,2661,3117,2083,28506
2014-10-23,13962,8842,9986,4141,2164,5542,2115,2463,3342,3037,3468,3875,2643,32790
2014-10-24,18415,10461,11877,5734,3316,6579,2786,3281,3714,3466,4452,4034,3391,40753
2014-10-25,18317,11841,10039,5308,3140,7369,2500,3505,4519,3817,3748,3347,2944,40197
2014-10-26,14486,8899,7818,4189,2091,5931,2275,2590,3146,3163,2389,2968,2461,31203
2014-10-27,12591,8105,7644,3454,2087,4874,2176,2285,2882,2938,2694,2944,2006,28340
2014-10-28,12545,7721,7297,3321,2138,5028,2058,2273,2917,2531,2341,2980,1976,27563
2014-10-29,13818,8659,7758,3672,2601,5216,2329,2535,3178,2946,2656,3003,2099,30235
2014-10-30,13024,9411,10415,3817,1976,5057,2174,2956,3375,3080,3133,4518,2764,32850
2014-10-31,20253,11685,12311,6542,3442,7700,2569,3665,3999,4021,4497,4370,3444,44249
2014-11-01,21092,11490,13490,6477,3327,8470,2818,3501,4130,3859,4189,5158,4143,46072
2014-11-02,16462,10265,11837,4939,2077,6920,2526,2949,3522,3794,2806,5369,3662,38564
2014-11-03,14001,8524,9427,3996,1850,6018,2137,2459,3025,3040,2771,3867,2789,31952
2014-11-04,13264,7946,9622,3452,1791,5745,2276,2283,2899,2764,2440,4533,2649,30832
2014-11-05,13878,9085,10260,3943,2021,5691,2223,2688,3270,3127,2750,4676,2834,33223
2014-11-06,15019,9969,9775,4361,2447,6085,2126,3198,3523,3248,3223,3887,2665,34763
2014-11-07,19284,11053,13933,5541,3448,7719,2576,3395,3907,3751,4610,5411,3912,44270
2014-11-08,20404,13193,13818,6090,3360,8098,2856,4305,4736,4152,4266,5534,4018,47415
2014-11-09,16116,9609,8724,4523,2258,6962,2373,2839,3373,3397,2698,3522,2504,34449
2014-11-10,14501,8797,9290,3884,2277,6170,2170,2674,3068,3055,2549,3919,2822,32588
2014-11-11,11966,8281,10243,3363,1773,4735,2095,2575,2924,2782,2660,4823,2760,30490
2014-11-12,11992,8476,8243,3319,1793,4850,2030,2622,3316,2538,2557,3465,2221,28711
2014-11-13,13994,9195,11550,4048,2471,5475,2000,2863,3304,3028,3342,4991,3217,34739
2014-11-14,17879,11929,14575,5278,3320,6710,2571,3858,4111,3960,4800,6006,3769,44383
2014-11-15,19201,12187,12128,5857,3296,7458,2590,3658,4420,4109,4032,4682,3414,43516
2014-11-16,14039,9076,8696,3928,2024,5752,2335,2517,3346,3213,2986,3252,2458,31811
2014-11-17,12619,7963,7432,3347,1927,5293,2052,2389,2817,2757,2522,2838,2072,28014
2014-11-18,11988,8025,8034,3198,1850,4934,2006,2470,2822,2733,2880,3069,2085,28047
2014-11-19,11993,8283,7971,3330,1919,4761,1983,2584,2905,2794,2775,3083,2113,28247
2014-11-20,14421,8398,10044,4143,2550,5701,2027,2441,3113,2844,3517,3862,2665,32863
2014-11-21,19145,11482,11775,5654,3457,7315,2719,3454,4221,3807,4402,4023,3350,42402
2014-11-22,18717,11606,10307,5299,3506,7555,2357,3629,3875,4102,3770,3597,2940,40630
2014-11-23,14628,9462,7508,4511,1996,5891,2230,2649,3320,3493,2362,3234,1912,31598
2014-11-24,14751,8894,8243,4275,2119,5896,2461,2658,3132,3104,2676,3127,2440,31888
2014-11-25,15812,10727,10364,4434,2548,6252,2578,3369,3759,3599,3491,3892,2981,36903
2014-11-26,8930,7672,5242,2489,1337,3673,1431,2648,2841,2183,1494,1616,2132,21844
2014-11-27,11524,7587,7243,3293,2457,4314,1460,2403,2607,2577,2526,2333,2384,26354
2014-11-28,15234,9176,10046,4504,2863,5850,2017,2901,3134,3141,3970,3221,2855,34456
2014-11-29,16322,10206,9277,4812,2959,6393,2158,3065,3677,3464,3687,3001,2589,35805
2014-11-30,15515,9557,9233,4353,2307,6427,2428,2692,3455,3410,2990,4014,2229,34305
2014-12-01,12665,8227,9677,3359,1975,5326,2005,2470,2816,2941,2880,4103,2694,30569
2014-12-02,12590,9036,10979,3444,1693,5292,2161,2776,3266,2994,3125,5139,2715,32605
2014-12-03,14778,7583,9155,4077,2682,5859,2160,2426,2893,2264,3012,3799,2344,31516
2014-12-04,15097,9677,12189,4209,2988,5849,2051,2967,3186,3524,4260,4956,2973,36963
2014-12-05,19085,11579,13151,5556,3685,7337,2507,3597,3964,4018,4272,5483,3396,43815
2014-12-06,18773,12409,11345,5404,3358,7286,2725,4108,4178,4123,3928,4155,3262,42527
2014-12-07,14487,9013,9614,4293,2099,5832,2263,2728,3173,3112,2620,4188,2806,33114
2014-12-08,14319,8872,9476,3938,2473,5643,2265,2710,3031,3131,2720,4171,2585,32667
2014-12-09,15526,7899,8473,4569,2529,6038,2390,2500,2636,2763,2748,3586,2139,31898
2014-12-10,8585,8161,9369,2298,1331,3402,1554,2521,2881,2759,2745,4095,2529,26115
2014-12-11,13448,9314,10740,3634,2587,5265,1962,2917,3368,3029,3213,4699,2828,33502
2014-12-12,17179,11203,11654,5039,3573,6194,2373,3418,4147,3638,4333,4235,3086,40036
2014-12-13,17834,12014,12158,5650,3382,6481,2321,3668,4324,4022,4000,4800,3358,42006
2014-12-14,12986,10762,10379,3632,2097,4970,2287,3111,3752,3899,2993,4530,2856,34127
2014-12-15,12272,9121,8543,3880,1939,4630,1823,2878,3167,3076,2794,3328,2421,29936
2014-12-16,12716,9384,8052,3611,2032,4743,2330,2884,3374,3126,2793,3237,2022,30152
